_id,URL,Giá,Tiêu đề,Chính sách bảo hành,Dòng xe,Hãng xe,Loại xe,Năm sản xuất,Số Km đã đi,Trọng lượng,Tình trạng,Xuất xứ,Hộp số,Nhiên liệu,Số chỗ,Trọng tải,Loại phụ tùng,Mã phụ tùng,Kiểu dáng,Dung tích xe,Chất liệu khung,Dòng xe đạp thể thao,Kích thước khung,Loại xe đạp,Màu sắc,Bảo hành,Động cơ,Hãng xe tải
694d6f3b31eb0e1e04011d8e,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/129906575.htm,570.000.000 đ,Toyota Avanza Premio 2025 - SIÊU LƯỚT 200 km,,Avanza Premio,Toyota,,2025,,> 1 tấn,,,Tự động,Xăng,,> 2 tấn,,,,,,,,,,,,
694d6f4031eb0e1e04011d8f,https://www.chotot.com/mua-ban-quan-binh-tan-tp-ho-chi-minh/129906530.htm,6.800.000 đ,Honda Air Blade 2008 Đỏ đen 48000 km,Bảo hành hãng,Air Blade,Honda,Tay ga,2008,48000,> 50 kg,Đã sử dụng,Việt Nam,,,,,,,,100 - 175 cc,,,,,,,,
694d6f4431eb0e1e04011d90,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/129765801.htm,695.000.000 đ,"Kia Sedona 2020 3.3 GAT Premium - 40,000 KM.",,Sedona,Kia,,2020,,> 1 tấn,,,Tự động,Xăng,7,> 2 tấn,,,Minivan (MPV),,,,,,,,,
694d6f4931eb0e1e04011d91,https://www.chotot.com/mua-ban-quan-6-tp-ho-chi-minh/129906507.htm,150.000.000 đ,Honda SH 150i 2011 Đỏ,Bảo hành hãng,SH,Honda,Tay ga,2011,10000,> 50 kg,Đã sử dụng,Nước khác,,,,,,,,100 - 175 cc,,,,,,,,
694d6f4e31eb0e1e04011d92,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/127543951.htm,24.500.000 đ,Honda air blade 125 BSTP hỗ trợ góp  nhận giấy gôc,Bảo hành hãng,Air Blade,Honda,Tay ga,2016,20000,> 50 kg,Đã sử dụng,Đang cập nhật,,,,,,,,100 - 175 cc,,,,,,,,
694d6f5431eb0e1e04011d93,https://www.chotot.com/mua-ban-quan-7-tp-ho-chi-minh/129906460.htm,27.000.000 đ,Yamaha Exciter 155 VVA 2022 Xanh đen,Bảo hành hãng,Exciter,Yamaha,Tay côn/Moto,2022,85000,> 50 kg,Đã sử dụng,Việt Nam,,,,,,,,,,,,,,,,
694d6f5931eb0e1e04011d94,https://www.chotot.com/mua-ban-quan-tan-phu-tp-ho-chi-minh/129745431.htm,18.500.000 đ,Honda Wave RSX Fi 2024 Đen Đã qua sử dụng,,,,,,,,,,,,,,,,,,,,,,,,,
694d6f5d31eb0e1e04011d95,https://www.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/129804882.htm,58.800.000 đ,Honda SH 125i 2018 Mẫu cũ đèn LED Trắng,,,,,,,,,,,,,,,,,,,,,,,,,
694d6f6231eb0e1e04011d96,https://www.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/129840361.htm#px=SR-special_display_ad-[PO-16][PL-default],325.000.000 đ,"✅FADIL PREMIUM 6 TÚI KHÍ. ZIN 100% MÁY,ỐC, KEO CHỈ",,Fadil,VinFast,,2020,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,Hatchback,,,,,,,,,
694d6f6731eb0e1e04011d97,https://www.chotot.com/mua-ban-quan-4-tp-ho-chi-minh/128672208.htm,3.500.000 đ,Xe đạp VISP 790 fixed gear,,,,,,,,,,,,,,,,,,,,,,,,,
694d6f6c31eb0e1e04011d98,https://www.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/129906423.htm#px=SR-special_display_ad-[PO-18][PL-default],115.000.000 đ,Mitsubishi Zinger 2009 Đen,,Zinger,Mitsubishi,,2009,,> 1 tấn,,,Số sàn,Xăng,8,> 2 tấn,,,,,,,,,,,,
694d6f7031eb0e1e04011d99,https://www.chotot.com/mua-ban-quan-6-tp-ho-chi-minh/129906419.htm,1.500.000 đ,Xe đạp Fixed Gear Đen no name,,,,,,,,,,,,,,,,,,,,,,,,,
694d6f7531eb0e1e04011d9a,https://www.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/129191170.htm#px=SR-special_display_ad-[PO-20][PL-default],1.899.000.000 đ,Mercedes Benz  V250 Up full maybach model 2022,,V Class,Mercedes Benz,,2021,,> 1 tấn,,,Tự động,Xăng,7,> 2 tấn,,,Minivan (MPV),,,,,,,,,
694d75b97ea70db20aad427f,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/129888124.htm,64.500.000 đ,Honda SH Mode 125 ABS 2025 Xám 3000km,Bảo hành hãng,SH Mode,Honda,Tay ga,2025,3000,> 50 kg,Đã sử dụng,Việt Nam,,,,,,,,,,,,,,,,
694d75b97ea70db20aad4280,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/129907776.htm,75.000.000 đ,Honda SH 300i 2007 Bạc,Bảo hành hãng,SH,Honda,Tay ga,2007,80000,> 50 kg,Đã sử dụng,Nước khác,,,,,,,,Trên 175 cc,,,,,,,,
694d75b97ea70db20aad4281,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/121685489.htm,1.289.000.000 đ,VINFATS VF9 ĐỦ MÀU GIAO NGAY HỖ TRỢ 90% GIÁ TRỊ XE,,VF9,VinFast,,2025,,,,,Tự động,Điện,7,,,,SUV / Cross over,,,,,,,,,
694d75b97ea70db20aad4282,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/129582188.htm,81.800.000 đ,Kawasaki Ninja 400 ABS 2019 BSTP chính chủ đẹp,Bảo hành hãng,Ninja,Kawasaki,Tay côn/Moto,2019,29000,> 50 kg,Đã sử dụng,Nhật Bản,,,,,,,,Trên 175 cc,,,,,,,,
694d75b97ea70db20aad4283,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/129417086.htm,49.800.000 đ,HONDA XR150 2015 mới 99% bs86 chính chủ,Bảo hành hãng,Dòng khác,Honda,Tay côn/Moto,2015,7000,> 50 kg,Đã sử dụng,Đang cập nhật,,,,,,,,,,,,,,,,
694d75b97ea70db20aad4284,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/129907719.htm,6.000.000 đ,Honda Dream 100 100cc,Bảo hành hãng,Dream,Honda,Xe số,2025,18,> 50 kg,Đã sử dụng,Đang cập nhật,,,,,,,,100 - 175 cc,,,,,,,,
694d75b97ea70db20aad4285,https://xe.chotot.com/mua-ban-xe-dap-huyen-hoc-mon-tp-ho-chi-minh/129907715.htm,2.000.000 đ,Xe đạp Fornix,,,Fornix,,,,,Đã sử dụng,Đang cập nhật,,,,,,,,,,Xe đạp đường phố,,Xe đạp phổ thông,,,,
694d75b97ea70db20aad4286,https://xe.chotot.com/mua-ban-oto-quan-5-tp-ho-chi-minh/120559058.htm,928.000.000 đ,VF8 PLUS HỖ TRỢ VAY LÊN ĐẾN 90% NHẬN XE,,VF8 Lux,VinFast,,2025,,,,,Tự động,Điện,5,,,,SUV / Cross over,,,,,,,,,
694d75b97ea70db20aad4287,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/129907709.htm,4.000.000 đ,Honda Super Cub Xanh Citi,Bảo hành hãng,Cub,Honda,Xe số,trước năm 1980,9,> 50 kg,Đã sử dụng,Việt Nam,,,,,,,,,,,,,,,,
694d75b97ea70db20aad4288,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/129907691.htm,10.000.000 đ,Piaggio Vespa 2012 Đỏ,Bảo hành hãng,Vespa,Piaggio,Tay ga,2012,1000,> 50 kg,Đã sử dụng,Đang cập nhật,,,,,,,,,,,,,,,,
694d78cf31eb0e1e04011d9b,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/120559487.htm,978.000.000 đ,"MUA VF8 – HỖ TRỢ VAY 90%, HỒ SƠ KHÓ BAO ĐẬU NGAY!",,VF8,VinFast,,2025,,,,,Tự động,Điện,5,,,,,,,,,,,,,
694d78cf31eb0e1e04011d9c,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/129742974.htm,17.500.000 đ,Yamaha Exciter 150 Đèn LED full kiểng Đen,Bảo hành hãng,Exciter,Yamaha,Tay côn/Moto,2018,28000,> 50 kg,Đã sử dụng,Đang cập nhật,,,,,,,,,,,,,,,,
694d78cf31eb0e1e04011d9d,https://www.chotot.com/mua-ban-quan-5-tp-ho-chi-minh/129681825.htm#px=SR-stickyad-[PO-1][PL-top],155.000.000 đ,Suzuki Super Carry 2017 Trắng Zin Xe cá nhân BSTP,,,,,2017,74100,> 1 tấn,Đã sử dụng,Nhật Bản,,Xăng,,< 1 tấn,,,,,,,,,Trắng,,,Suzuki
694d78cf31eb0e1e04011d9e,https://www.chotot.com/mua-ban-quan-7-tp-ho-chi-minh/129861326.htm#px=SR-stickyad-[PO-2][PL-top],4.278.000.000 đ,Mercedes-Benz S450 Maybach 2020 39000 miles,,S Class,Mercedes Benz,,2020,,> 1 tấn,,,Tự động,Xăng,4,> 2 tấn,,,,,,,,,,,,
694d78cf31eb0e1e04011d9f,https://www.chotot.com/mua-ban-quan-12-tp-ho-chi-minh/122007602.htm#px=SR-stickyad-[PO-3][PL-top],300.000.000 đ,"Xe Van TERA V6 V8  Đủ Màu Giao Ngay, Trả Góp 100tr",,,,,2024,,> 1 tấn,Mới,Hàn Quốc,,Xăng,,< 1 tấn,,,,,,,,,,,,Teraco
694d78cf31eb0e1e04011da0,https://www.chotot.com/mua-ban-quan-tan-binh-tp-ho-chi-minh/129870574.htm#px=SR-stickyad-[PO-4][PL-top],263.000.000 đ,Mercedes-Benz Sprinter 311D 2011 Bạc 40964 km,,Sprinter,Mercedes Benz,,2011,,> 1 tấn,,,Số sàn,Dầu,10,> 2 tấn,,,Van,,,,,,,,,
694d78cf31eb0e1e04011da1,https://www.chotot.com/mua-ban-xe-tai-xe-ben-quan-12-tp-ho-chi-minh/129651154.htm#px=SR-stickyad-[PO-5][PL-top],295.000.000 đ,KIA K200 Thùng kín 2020 1.9 Tấn Chạy Ít 8 Vạn Zin,,,,,2020,80000,> 1 tấn,Đã sử dụng,Hàn Quốc,,Dầu,,2 tấn,,,,,,,,,Xanh dương,,,KIA
694d78cf31eb0e1e04011da2,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/129797656.htm,16.800.000 đ,Suzuki GD110 2022 chính chủ công chứng,Bảo hành hãng,GD,Suzuki,Tay côn/Moto,2022,15000,> 50 kg,Đã sử dụng,Đang cập nhật,,,,,,,,100 - 175 cc,,,,,,,,
694d78cf31eb0e1e04011da3,https://www.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/123678489.htm#px=SR-special_display_ad-[PO-7][PL-default],704.000.000 đ,LIMO SẲN XE VÀNG+ĐỎ+BẠC+ĐEN GIAO LIỀN,,Dòng khác,VinFast,,2025,,,,,Tự động,Điện,7,,,,SUV / Cross over,,,,,,,,,
694d78cf31eb0e1e04011da4,https://www.chotot.com/mua-ban-quan-11-tp-ho-chi-minh/129500471.htm,350.000 đ,két nước ab125 zin đẹp.bao lướt,,,,,,,,Đã sử dụng,Nhật Bản,,,,,Phụ tùng xe máy,In trên bao bì sản phẩm,,,,,,,,,,
694d78cf31eb0e1e04011da5,https://www.chotot.com/mua-ban-quan-7-tp-ho-chi-minh/129797368.htm,1.359.000.000 đ,Mercedes C200 Avantgarde Plus 2022 ( XHD),,C Class,Mercedes Benz,,2022,,> 1 tấn,,,Tự động,Xăng,,> 2 tấn,,,,,,,,,,,,
694d78cf31eb0e1e04011da6,https://www.chotot.com/mua-ban-huyen-cu-chi-tp-ho-chi-minh/129907558.htm,550.000 đ,Bộ điều khiển động cơ Kim loại 5000W Mới 100%,,,,,,,,Mới,Trung Quốc,,,,,Phụ tùng xe điện,In trên bao bì sản phẩm,,,,,,,,,,
694d78cf31eb0e1e04011da7,https://www.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/129428574.htm,959.000.000 đ,Mercedes C200 Exclusive 2020 Đen 30000 km,,C Class,Mercedes Benz,,2020,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,Sedan,,,,,,,,,
694d78cf31eb0e1e04011da8,https://www.chotot.com/mua-ban-quan-binh-tan-tp-ho-chi-minh/125009967.htm,258.000.000 đ,"VinFast Fadil, 1 chủ từ đầu, còn QUÁ MỚI",,Fadil,VinFast,,2020,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,Hatchback,,,,,,,,,
694d78cf31eb0e1e04011da9,https://www.chotot.com/mua-ban-quan-12-tp-ho-chi-minh/129907485.htm,7.000.000 đ,cần bán xe điện,,,Khác,Xe đạp điện,,,> 20 kg,Đã sử dụng,Trung Quốc,,,,,,,,,,,,,Trắng,Hết bảo hành,,
694d78cf31eb0e1e04011daa,https://www.chotot.com/mua-ban-quan-7-tp-ho-chi-minh/128941603.htm,2.278.000.000 đ,Mercedes GLC300 4Matic AllNew 2023 Lướt 11.000km,,GLC,Mercedes Benz,,2023,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,SUV / Cross over,,,,,,,,,
694d78cf31eb0e1e04011dab,https://www.chotot.com/mua-ban-huyen-hoc-mon-tp-ho-chi-minh/129907421.htm,210.000.000 đ,Đô Thành IZ65 2020 1990 kg,,,,,2020,90000,> 1 tấn,Đã sử dụng,Đang cập nhật,,Dầu,,2 tấn,,,,,,,,,Trắng,,,Đô Thành
694d78cf31eb0e1e04011dac,https://www.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/129907412.htm,12.000.000 đ,Thanh lý bộ mâm 20”,,,,,,,,Đã sử dụng,Đang cập nhật,,,,,Phụ tùng ô tô,In trên bao bì sản phẩm,,,,,,,,,,
694d78cf31eb0e1e04011dad,https://www.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/127815452.htm#px=SR-special_display_ad-[PO-23][PL-default],1.093.000.000 đ,Santa Fe 2025 – Miễn 100% thuế trước bạ + quà VIP,,Santa Fe,Hyundai,,2025,,,,,Tự động,Xăng,Khác,,,,SUV / Cross over,,,,,,,,,
694d78cf31eb0e1e04011dae,https://www.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/129374458.htm#px=SR-special_display_ad-[PO-14][PL-default],94.000.000 đ,Honda SH 160i ABS 2024 Xám 8000 km,Bảo hành hãng,SH,Honda,Tay ga,2024,8000,> 50 kg,Đã sử dụng,Đang cập nhật,,,,,,,,100 - 175 cc,,,,,,,,
694d78cf31eb0e1e04011daf,https://www.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/127804082.htm#px=SR-special_display_ad-[PO-20][PL-default],45.000.000 đ,"Honda Dream kiểng Cọp màu Trắng Sport, 2 thắng đĩa",Bảo hành hãng,Dream,Honda,Xe số,1997,5000,> 50 kg,Đã sử dụng,Nhật Bản,,,,,,,,,,,,,,,,
694d78cf31eb0e1e04011db0,https://www.chotot.com/mua-ban-phuong-tien-khac-quan-binh-thanh-tp-ho-chi-minh/129906826.htm#px=SR-special_display_ad-[PO-5][PL-default],485.000.000 đ,Ford Transit 2020 16 chỗ Bạc 130.000km,,,,"Xe khách, xe buýt",2020,130000,> 1 tấn,Đã sử dụng,Việt Nam,,Dầu,16 chỗ,> 1 tấn,,,,,,,,,Bạc,,,
694d78cf31eb0e1e04011db1,https://www.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/129632344.htm#px=SR-special_display_ad-[PO-14][PL-default],1.479.000.000 đ,BMW X4 Xdrive20i 2020 Trắng nhập Mỹ nguyên con,,X4,BMW,,2020,,> 1 tấn,,,Tự động,Xăng,,> 2 tấn,,,SUV / Cross over,,,,,,,,,
694d78cf31eb0e1e04011db2,https://www.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/127629570.htm#px=SR-special_display_ad-[PO-20][PL-default],699.000.000 đ,Mercedes Benz E200 Model 2017,,E Class,Mercedes Benz,,2016,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,Sedan,,,,,,,,,
694d78cf31eb0e1e04011db3,https://www.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/127629570.htm#px=SR-special_display_ad-[PO-1][PL-default],699.000.000 đ,Mercedes Benz E200 Model 2017,,E Class,Mercedes Benz,,2016,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,Sedan,,,,,,,,,
694d78cf31eb0e1e04011db4,https://www.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/127977242.htm#px=SR-special_display_ad-[PO-6][PL-default],1.519.000.000 đ,Mercedes GLC200 4 Matic V1 2022 trắng cực đẹp,,GLC,Mercedes Benz,,2022,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,SUV / Cross over,,,,,,,,,
694d78cf31eb0e1e04011db5,https://www.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/129331482.htm#px=SR-special_display_ad-[PO-14][PL-default],1.099.000.000 đ,Mercedes-Benz GLC300 Coupe 2017 4MATIC,,GLC Class,Mercedes Benz,,2017,,> 1 tấn,,,Tự động,Xăng,5,> 2 tấn,,,SUV / Cross over,,,,,,,,,
